1	30
1	1412
6	3352
2	5254
2	5543
2	7478
1	72
1	285
6	417
6	465
4	608
1	762
6	825
6	827
6	974
1	1140
6	1166
1	1185
6	1239
4	1247
1	1297
6	1307
4	1310
4	1385
6	1453
1	1549
6	1571
1	1633
4	1680
6	1688
6	1706
6	1729
4	1769
4	1799
6	1990
6	2066
6	2114
6	2134
6	2144
6	2145
1	2240
6	2252
6	2257
6	2289
6	2297
6	2324
6	2326
6	2328
6	2338
4	2354
4	2369
4	2381
6	2384
4	2398
6	2411
2	2433
6	2485
6	2506
6	2510
4	2516
6	2517
6	2535
6	2544
6	2565
6	2576
4	2592
6	2595
6	2619
6	2646
6	2653
6	2654
6	2655
6	2657
6	2660
4	2667
6	2674
6	2687
4	2689
6	2693
4	2696
6	2727
6	2746
6	2747
4	2760
4	2775
2	2785
4	2787
6	2790
6	2819
4	2822
6	2859
6	2871
6	2900
4	2909
6	2932
6	2958
6	2973
6	2981
6	3005
6	3007
6	3009
6	3014
6	3024
6	3026
4	3027
6	3028
6	3059
6	3084
4	3089
4	3092
4	3103
4	3106
6	3114
6	3117
6	3125
6	3140
6	3144
6	3173
6	3180
6	3192
6	3258
6	3260
6	3276
6	3291
6	3309
6	3313
2	3346
6	3394
6	3404
6	3408
4	3417
6	3435
6	3443
4	3447
4	3452
6	3454
4	3455
4	3456
4	3464
6	3483
6	3516
6	3529
4	3537
6	3557
6	3562
6	3567
6	3568
4	3607
6	3615
6	3631
6	3635
4	3643
6	3645
6	3650
6	3660
6	3661
4	3664
6	3670
6	3680
4	3691
6	3717
6	3724
6	3800
4	3808
6	3812
4	3813
4	3835
4	3843
6	3847
6	3887
6	3892
4	3897
6	3903
4	3910
6	3921
6	3926
6	3937
4	3958
6	3967
6	3970
4	3976
6	3999
6	4011
6	4013
6	4021
6	4024
2	4037
4	4040
6	4043
6	4051
6	4055
6	4058
6	4088
6	4110
4	4124
6	4138
6	4162
6	4179
6	4181
4	4191
6	4201
4	4212
6	4233
6	4234
4	4247
6	4256
6	4263
4	4266
6	4269
6	4289
6	4290
6	4299
4	4315
6	4323
4	4335
6	4349
4	4355
6	4365
6	4373
6	4384
4	4400
2	4412
6	4417
6	4422
6	4424
4	4448
6	4471
6	4480
4	4482
6	4485
6	4510
6	4528
4	4531
4	4536
4	4547
4	4551
4	4587
4	4613
4	4666
2	4712
2	4717
4	4719
6	4735
4	4824
4	4827
4	4828
4	4866
4	4929
4	4953
4	4962
4	4964
4	4999
4	5083
4	5092
4	5123
4	5130
4	5132
4	5162
4	5204
4	5222
2	5233
4	5239
2	5288
4	5308
4	5323
4	5327
4	5335
4	5341
4	5364
4	5392
4	5412
2	5423
4	5430
4	5449
4	5457
4	5467
2	5817
6	8293
6	8294
2	840
4	896
2	2160
2	4361
2	4713
4	5178
4	5321
2	5714
2	5807
2	5822
2	5839
2	6299
2	6496
2	6566
2	6628
2	6707
2	6765
2	6832
2	6840
2	6860
2	6946
2	7144
2	7620
2	7632
2	7835
2	7890
4	15
2	737
4	1159
4	2276
6	2507
2	2511
2	2589
2	2658
4	2765
2	2774
2	2851
4	2925
6	2940
4	3015
2	3334
2	3459
4	3498
2	3586
2	3634
2	3792
2	3830
4	3873
2	3962
4	4041
6	4065
2	4134
4	4310
2	4483
2	4488
4	4527
4	4715
2	4764
4	4781
2	4944
4	4980
4	5061
2	5079
2	5096
2	5103
4	5121
4	5182
2	5199
2	5200
4	5262
2	5273
2	5295
2	5384
4	5437
2	5524
4	5527
4	5545
2	5563
2	5596
4	5624
4	5684
2	5697
2	5739
4	5753
2	5798
2	5800
2	5804
2	5806
2	5818
2	5872
2	5897
4	5925
4	5947
2	5998
2	6001
4	6029
4	6098
2	6123
4	6124
4	6148
4	6166
2	6227
4	6246
4	6251
2	6272
2	6296
2	6305
2	6306
2	6328
2	6330
2	6337
2	6555
2	6570
2	6589
2	6594
2	6624
2	6736
2	6774
2	6784
2	6790
2	6855
2	6869
2	6873
2	6897
2	6901
2	6930
2	6945
2	6953
2	6955
2	6979
2	6982
2	7040
2	7063
2	7092
2	7101
2	7119
2	7131
2	7143
2	7279
2	7373
2	7414
2	7510
2	7961
2	7979
1	3
1	28
1	39
1	54
1	108
1	152
1	178
1	182
1	214
1	271
1	286
1	300
1	348
1	349
1	371
1	567
1	581
1	584
1	586
1	590
1	604
1	611
1	8283
1	6
1	8
1	19
1	29
1	33
1	34
1	35
1	38
1	49
1	50
1	55
1	56
1	61
1	75
1	80
1	86
1	94
1	127
1	130
1	132
1	135
1	144
1	147
1	150
1	151
1	154
1	163
1	192
1	216
1	224
1	226
1	228
1	232
1	236
1	246
1	250
1	252
1	259
1	261
1	273
1	280
1	282
1	299
1	301
1	302
1	304
1	310
1	313
1	319
1	322
1	325
1	356
1	370
1	391
1	396
1	402
1	405
1	406
1	415
1	428
1	435
1	439
1	488
1	514
1	587
1	600
1	613
1	616
1	627
1	631
1	636
1	645
1	656
1	658
1	659
1	667
1	670
1	673
1	675
1	677
1	681
1	687
1	715
1	723
1	725
1	730
1	739
1	741
1	743
1	746
1	748
1	750
1	756
1	789
1	798
1	857
1	859
1	864
1	895
1	934
1	958
1	979
1	991
1	1014
1	1026
1	1030
1	1077
1	1160
1	1186
1	1190
1	1201
1	1286
1	1428
1	1604
1	1608
1	1638
1	1964
1	2470
